RSN,EQID,SSN,EveLat,EveLon,MW,ML,mag,Depth,Rhyp,Rjb,Repi,STAID,Tn_rsn,pstar_rsn,SiteClass,SiteCLnew,VS30_Mac23,VS30_Art21,VS30_HA16,StaLat,StaLon,hp_freq,lp_freq,T0_01s,T0_02s,T0_022s,T0_025s,T0_029s,T0_03s,T0_032s,T0_035s,T0_036s,T0_04s,T0_042s,T0_044s,T0_045s,T0_046s,T0_048s,T0_05s,T0_055s,T0_06s,T0_065s,T0_067s,T0_07s,T0_075s,T0_08s,T0_085s,T0_09s,T0_095s,T0_1s,T0_11s,T0_12s,T0_13s,T0_133s,T0_14s,T0_15s,T0_16s,T0_17s,T0_18s,T0_19s,T0_2s,T0_22s,T0_24s,T0_25s,T0_26s,T0_28s,T0_29s,T0_3s,T0_32s,T0_34s,T0_35s,T0_36s,T0_38s,T0_4s,T0_42s,T0_44s,T0_45s,T0_46s,T0_48s,T0_5s,T0_55s,T0_6s,T0_65s,T0_667s,T0_7s,T0_75s,T0_8s,T0_85s,T0_9s,T0_95s,T1s,T1_1s,T1_2s,T1_3s,T1_4s,T1_5s,T1_6s,T1_7s,T1_8s,T1_9s,T2s,T2_2s,T2_4s,T2_5s,T2_6s,T2_8s,T3s,T3_2s,T3_4s,T3_5s,T3_6s,T3_8s,T4s,T4_2s,T4_4s,T4_6s,T4_8s,T5s,T5_5s,T6s,T6_5s,T7s,T7_5s,T8s,T8_5s,T9s,T9_5s,T10s
874,84,64,21.269,103.254,4.1,4.115,3.883333333,22.4,203.8575378,130.6108665,202.6231371,"VR23",0.044,2.767373516,2,2,1736.133537,1134.030705,1134.030705,20.662,105.094,0.1,20,0.031225694,0.031833579,0.032357174,0.033497616,0.03594353,0.036846051,0.039107002,0.044900302,0.048516301,0.066433879,0.06535094,0.06450683,0.065772692,0.065587526,0.063051191,0.063140517,0.054427282,0.040553696,0.041085406,0.042680029,0.042563851,0.04717754,0.049117154,0.045395428,0.040065027,0.04541551,0.052928783,0.055805669,0.058024926,0.050907188,0.048467436,0.049952437,0.047370399,0.050114758,0.047447416,0.05456627,0.057823929,0.05692437,0.062349905,0.092840089,0.092452245,0.092030331,0.087654925,0.078924723,0.080074765,0.080719985,0.078992736,0.079505263,0.075896544,0.061032802,0.050432974,0.040686065,0.030449256,0.027025086,0.024960981,0.024605924,0.023877058,0.019391791,0.021968928,0.025204127,0.023490431,0.024572516,0.020874712,0.022545512,0.025356067,0.028767672,0.029140476,0.028471722,0.025598806,0.019393417,0.016910297,0.014615269,0.011536384,0.011356935,0.009535441,0.00755414,0.007339857,0.00790289,0.00808275,0.009177603,0.009521772,0.01018326,0.011302193,0.010768725,0.009026563,0.006807565,0.005790277,0.004903842,0.003827071,0.003280559,0.002888594,0.002652941,0.002430395,0.002207731,0.002088765,0.001608742,0.001417908,0.001147785,0.000875212,0.000768452,0.000621128,0.000494393,0.00040652,0.000362243,0.000323659
875,89,64,18.28,106.445,3.1,3.815,3.683333333,8.2,300.4617341,130.6901868,300.3498188,"VR23",0.044,2.767373516,2,2,1736.133537,1134.030705,1134.030705,20.662,105.094,0.47,20,0.010741137,0.011948897,0.012819609,0.01484273,0.020322487,0.022559681,0.027597151,0.036872495,0.040015246,0.042075143,0.035336719,0.033326384,0.034533712,0.034711361,0.033502933,0.031729643,0.024039104,0.021436578,0.018815821,0.018028861,0.018106282,0.018832471,0.020651527,0.020355221,0.021196758,0.023200469,0.021815073,0.021493936,0.019231816,0.020998952,0.020399921,0.022364391,0.022536391,0.02248521,0.022053004,0.023027599,0.021707013,0.020235868,0.020036435,0.024046935,0.021769046,0.019490138,0.02287697,0.022760397,0.022724644,0.018907001,0.016722028,0.017014823,0.016342793,0.014809508,0.014696077,0.013097379,0.012561649,0.012283587,0.012192713,0.010427755,0.008392656,0.007536346,0.007298189,0.007214538,0.007252658,0.006170444,0.004865478,0.004233189,0.004183931,0.003323712,0.003123272,0.002980327,0.002627164,0.002037228,0.001754231,0.00142584,0.001294716,0.001081466,0.0009205,0.000912698,0.000802232,0.000575582,0.000408708,0.000519465,0.000533325,0.0005045,0.000471054,0.000489352,0.000481632,0.000433751,0.000483176,0.00050857,0.000462192,0.000352079,0.000313754,0.000282789,0.000243034,0.000221875,0.000214453,0.000195802,0.000174185,0.000135783,0.000114709,9.82e-05,8.41e-05,6.63e-05,5.35e-05,4.89e-05,4.12e-05
876,90,64,21.18,102.986,3.7,3.515,3.483333333,0.5,226.3934953,130.6587771,226.3929432,"VR23",0.044,2.767373516,2,2,1736.133537,1134.030705,1134.030705,20.662,105.094,0.61,20,0.010704667,0.012924714,0.013506369,0.014787791,0.018177379,0.019658601,0.024482863,0.042175475,0.041379852,0.042429682,0.040302275,0.037713812,0.035726457,0.033877055,0.029914237,0.027865462,0.019872182,0.015935731,0.014151335,0.013684649,0.013060723,0.012815534,0.012550111,0.012393393,0.013763383,0.015697518,0.017992896,0.016816779,0.019125974,0.02519049,0.02578308,0.023474456,0.021598902,0.02124018,0.021703778,0.0230405,0.024799192,0.025225078,0.026485067,0.027150784,0.026160976,0.024607298,0.026450965,0.027602366,0.025982656,0.017993816,0.013469321,0.013125742,0.013229645,0.015059184,0.015377905,0.014740538,0.014238181,0.014675821,0.014460831,0.012378466,0.011286759,0.010024123,0.009183867,0.009738711,0.009577579,0.008408075,0.005663009,0.00450686,0.005038089,0.005686944,0.005528965,0.004226438,0.003280427,0.002668354,0.002403376,0.001620721,0.001386102,0.001276339,0.001035813,0.00087047,0.000789699,0.000788609,0.000864266,0.000821326,0.000778059,0.00078936,0.000808677,0.000794762,0.000729613,0.00064031,0.000615209,0.000602983,0.000611487,0.000539808,0.000476303,0.000445408,0.00040695,0.000379428,0.000347703,0.00026007,0.000216355,0.000173537,0.000152615,0.000127325,0.000112376,9.75e-05,8.77e-05,7.83e-05,6.62e-05
877,40,65,20.958,103.862,3.6,3.815,3.683333333,32.6,132.3524866,113.2705684,128.274786,"VR24",0.42,1.246077462,1.01,1.02,357.8701676,273.7492557,273.7492557,20.603,105.036,0.37,20,0.052371033,0.054578737,0.055135656,0.056519045,0.066663447,0.072194174,0.087647169,0.104718236,0.111313736,0.130890109,0.136538463,0.129963675,0.125171137,0.121386855,0.127714294,0.121446681,0.106978291,0.101116216,0.109454114,0.110520428,0.123923411,0.132600647,0.137051525,0.128723915,0.153293344,0.152759658,0.168853888,0.158835312,0.145267681,0.160015282,0.158559266,0.148442907,0.120907897,0.117937342,0.104509952,0.098694982,0.092789473,0.088856325,0.095494687,0.107916447,0.108273887,0.106220595,0.093802831,0.099268303,0.090751687,0.07143522,0.070173071,0.065153726,0.060211604,0.055040346,0.055582622,0.055338838,0.055714381,0.05609529,0.054631209,0.053388118,0.050219951,0.04901361,0.032809735,0.033574545,0.033284948,0.027168528,0.021096224,0.019082187,0.01517015,0.012168128,0.011922708,0.012787254,0.012152935,0.012968136,0.010805375,0.009541387,0.008229487,0.006866821,0.006115276,0.005253807,0.004912372,0.004589642,0.003915115,0.003409388,0.003209448,0.002904488,0.002380621,0.001843607,0.001544356,0.001403987,0.00131666,0.001236594,0.001100512,0.000959576,0.000877829,0.000793355,0.000727509,0.000673345,0.000598435,0.000415633,0.000349014,0.000255021,0.000210225,0.000189938,0.000173581,0.000150687,0.00012691,0.000109959,9.98e-05
878,42,65,21.661,102.85,3.2,3.615,3.55,0,255.4250442,113.2910132,255.4250442,"VR24",0.42,1.246077462,1.01,1.02,357.8701676,273.7492557,273.7492557,20.603,105.036,0.1,20,0.008634568,0.008674347,0.008746414,0.0087989,0.00909324,0.009419932,0.011898742,0.013309848,0.012530143,0.010048058,0.009745334,0.009664951,0.009885576,0.009989938,0.010255427,0.010120345,0.009304879,0.008719089,0.009062423,0.009238673,0.009043326,0.008617822,0.008506031,0.008402212,0.008469917,0.008711669,0.00870174,0.008613037,0.008746242,0.008757435,0.008990642,0.009976214,0.012040364,0.013064845,0.012321313,0.011937952,0.01129047,0.009533421,0.010525639,0.011025907,0.011477095,0.011529862,0.012069886,0.011894287,0.011768052,0.011239479,0.010999423,0.011128243,0.010865511,0.009263449,0.010336448,0.012476692,0.012704858,0.012680181,0.012545068,0.01193862,0.011660147,0.013893183,0.01565109,0.016422717,0.016645054,0.015650745,0.017485293,0.014690114,0.014718995,0.015356279,0.01796588,0.01906096,0.021809512,0.02134767,0.018767343,0.020943637,0.02118514,0.017370478,0.016754553,0.017313526,0.018618407,0.020646138,0.021595291,0.021330746,0.0205504,0.019021175,0.014726727,0.013560766,0.011884947,0.01060987,0.009886801,0.009385169,0.008759963,0.007404553,0.006344738,0.005463768,0.004518637,0.003826887,0.003625887,0.003207101,0.003171674,0.00297622,0.002865765,0.002598345,0.002575472,0.002330073,0.002044693,0.001828866,0.001678438
879,47,65,21.638,104,3.8,4.115,3.883333333,0,157.4547717,113.2537729,157.4547717,"VR24",0.42,1.246077462,1.01,1.02,357.8701676,273.7492557,273.7492557,20.603,105.036,0.76,20,0.107066363,0.106391135,0.106696719,0.107165474,0.107543908,0.107367154,0.108383268,0.114437186,0.116168703,0.119298284,0.114204951,0.113680933,0.115940075,0.118165451,0.120569654,0.120519608,0.118966621,0.125023655,0.128101736,0.131675782,0.14467284,0.167719594,0.197208844,0.227926707,0.22907348,0.232325571,0.203278149,0.181251192,0.238554873,0.305434885,0.316626161,0.317520088,0.299055306,0.31995912,0.354179029,0.342664232,0.287238534,0.266125194,0.24304419,0.230747382,0.216727906,0.200167093,0.232785902,0.237581897,0.224687165,0.169198926,0.124531644,0.115179507,0.105764986,0.093481069,0.097136557,0.099310912,0.087229636,0.080236561,0.072200581,0.057485199,0.05149443,0.044988798,0.043255023,0.039838975,0.03912827,0.034124616,0.028660085,0.024920697,0.024512213,0.022843212,0.019087973,0.015318885,0.01369833,0.013915227,0.011044671,0.00904221,0.007405402,0.005971351,0.004871036,0.00408872,0.004158438,0.003830061,0.003220404,0.002617608,0.002417676,0.002186034,0.002408087,0.002483924,0.002179049,0.001890077,0.001819357,0.001708858,0.001459405,0.00137083,0.001234472,0.001183702,0.001102641,0.000944261,0.000797267,0.000532488,0.000405217,0.000331653,0.000286619,0.000231526,0.000189771,0.000168452,0.000152481,0.000142139,0.000130013
880,50,65,19.176,104.896,3.9,4.215,3.95,14,159.9627546,113.2429705,159.3489343,"VR24",0.42,1.246077462,1.01,1.02,357.8701676,273.7492557,273.7492557,20.603,105.036,0.57,20,0.328617425,0.334325836,0.34013172,0.356838985,0.411714576,0.440733529,0.556721161,0.565342715,0.609730708,0.77392773,0.833901971,0.83235981,0.869485579,0.929227596,1.013485611,0.964120475,1.000839077,0.869909807,0.845400029,0.85694452,0.79680752,0.705528484,0.880308722,0.940962125,0.955140845,1.020258471,1.144592308,1.056697084,1.102241789,0.772097887,0.747102066,0.687044913,0.576142604,0.537755623,0.653226602,0.658111855,0.610182626,0.614188742,0.541359141,0.483334578,0.471278819,0.442595787,0.332407718,0.288801706,0.293963495,0.291267643,0.246180967,0.244708294,0.234831109,0.203084132,0.164438567,0.15815546,0.159314255,0.153654504,0.153409411,0.166863106,0.184204627,0.196198385,0.214636765,0.194414776,0.178279261,0.150968526,0.132155652,0.104962275,0.082306184,0.072141647,0.065839418,0.060367495,0.04670216,0.036703575,0.034646229,0.034333174,0.032554215,0.029834008,0.026519521,0.022579171,0.018928072,0.017169782,0.014035733,0.011663082,0.010927085,0.010148026,0.008846716,0.007845848,0.006820657,0.005910482,0.005533666,0.005166396,0.004468643,0.003879387,0.003353451,0.002884739,0.002550866,0.002351517,0.002167442,0.001792108,0.001483898,0.001250815,0.001054613,0.000888315,0.000765919,0.00066937,0.000584508,0.000511628,0.000451946
881,51,65,20.298,102.362,3.6,4.015000001,3.816666667,8.6,280.7803833,113.2705684,280.648648,"VR24",0.42,1.246077462,1.01,1.02,357.8701676,273.7492557,273.7492557,20.603,105.036,0.2,20,0.006098514,0.006629064,0.006947545,0.007853284,0.011040725,0.012293715,0.015922344,0.019952861,0.020000979,0.017661557,0.015095179,0.014257046,0.014529867,0.014652637,0.015755947,0.016970795,0.022513653,0.029679569,0.019755477,0.015542237,0.011500833,0.008418386,0.006851784,0.007608044,0.008396129,0.009872354,0.011372144,0.010138192,0.01055433,0.008661911,0.008934409,0.00974211,0.010071513,0.010264758,0.010767869,0.012050514,0.012731396,0.014103947,0.015028933,0.014172728,0.015277907,0.015007248,0.012101392,0.012758722,0.013018491,0.013775138,0.014872671,0.014785693,0.013999133,0.014564015,0.01558495,0.014988624,0.013899731,0.013570687,0.01407906,0.013921321,0.011934863,0.008088858,0.007313919,0.007666044,0.007425828,0.006888765,0.00565955,0.005401111,0.005403412,0.005293476,0.005081933,0.005553427,0.005558377,0.005111115,0.004449901,0.003964974,0.003015282,0.002386005,0.002096403,0.002045232,0.001837846,0.0016672,0.001206947,0.001339196,0.001268969,0.001182456,0.000913026,0.000775942,0.000674946,0.000662436,0.000645301,0.000655322,0.000612288,0.000535194,0.000501182,0.000428498,0.000356706,0.000290917,0.000243534,0.000202054,0.000182007,0.000178695,0.000161687,0.000151626,0.000133793,0.000112201,9.99e-05,8.63e-05,7.55e-05
882,52,65,22.935,103.614,3.9,3.915,3.75,8.8,298.1202785,113.2429705,297.9903697,"VR24",0.42,1.246077462,1.01,1.02,357.8701676,273.7492557,273.7492557,20.603,105.036,0.27,20,0.008385094,0.008366621,0.008379412,0.008377323,0.008390327,0.008467886,0.008682748,0.008729487,0.008641007,0.00896921,0.009044732,0.009037029,0.009042024,0.008998717,0.008849194,0.008919489,0.009120686,0.008568566,0.009184842,0.009068011,0.008984027,0.00869643,0.00930929,0.009681242,0.011359249,0.013031202,0.013172278,0.011844318,0.011965316,0.010782948,0.010761624,0.010635926,0.012506029,0.014148974,0.015202481,0.015239847,0.016480073,0.01705932,0.018231081,0.020519459,0.023390071,0.02631754,0.024579175,0.022756575,0.020685112,0.019301443,0.020849712,0.019854644,0.019292888,0.019127745,0.019958488,0.01950031,0.019247651,0.018761713,0.018205165,0.016542921,0.015379565,0.016931237,0.015090878,0.013581806,0.012574725,0.010939214,0.011667031,0.008311119,0.007109019,0.007144625,0.006930384,0.00640215,0.005488073,0.004365591,0.004225166,0.003243281,0.00262484,0.002290373,0.002071578,0.001880178,0.001638241,0.001399389,0.000947994,0.000736243,0.000725317,0.000697043,0.000596332,0.000536724,0.000552204,0.000512551,0.000487773,0.00046563,0.000344954,0.000282593,0.000251729,0.000207124,0.000190022,0.000176419,0.000179036,0.000176072,0.000144859,0.000123662,0.000109583,0.000102544,8.32e-05,7.26e-05,6.58e-05,6.38e-05,6.61e-05
884,59,65,22.387,106.535,3.6,3.615,3.55,19.8,252.5723346,113.2705684,251.795044,"VR24",0.42,1.246077462,1.01,1.02,357.8701676,273.7492557,273.7492557,20.603,105.036,0.6,20,0.010097747,0.010035587,0.010068485,0.010126439,0.010341889,0.010374652,0.010448129,0.010797217,0.010812058,0.011053472,0.011066295,0.010917941,0.010758983,0.010555482,0.010539493,0.010669247,0.010689947,0.010418451,0.012641507,0.013121423,0.015575708,0.015466332,0.014795288,0.014315439,0.015077367,0.01648977,0.017106629,0.01745678,0.019088827,0.022587457,0.022564744,0.022248777,0.020436927,0.023096626,0.023684503,0.024997528,0.022451421,0.022196388,0.024749252,0.0256404,0.024746713,0.025545057,0.029690064,0.02813133,0.024565171,0.023027832,0.028220296,0.030178465,0.031817098,0.03266078,0.033166211,0.033901871,0.032244897,0.030434953,0.028283788,0.024268557,0.020862036,0.016190486,0.013836005,0.010082963,0.00870109,0.007698941,0.006343424,0.006770172,0.006735581,0.006894548,0.006151901,0.004322699,0.003132616,0.003639579,0.002832698,0.00296734,0.002753898,0.002022399,0.001632847,0.001407486,0.001373352,0.001234957,0.001147377,0.001332088,0.001320487,0.001219469,0.001026958,0.000891119,0.000753021,0.000715492,0.000741643,0.000790112,0.000684375,0.000544238,0.000451725,0.000414568,0.000386815,0.000392267,0.000339117,0.00024514,0.000177393,0.000107233,9.06e-05,6.9e-05,6.54e-05,6.8e-05,6.12e-05,5.54e-05,4.94e-05
885,60,65,21.152,102.727,4,4.015000001,3.816666667,11.3,247.792052,113.2301629,247.5342623,"VR24",0.42,1.246077462,1.01,1.02,357.8701676,273.7492557,273.7492557,20.603,105.036,0.18,20,0.00859899,0.008513539,0.008588026,0.008782752,0.009579652,0.010067368,0.010748699,0.011341122,0.011613437,0.010378841,0.009532439,0.009599174,0.009881844,0.01002104,0.009469998,0.009370671,0.009103389,0.009694815,0.010827655,0.010818002,0.010466892,0.011273754,0.011170577,0.011213876,0.012527467,0.012612047,0.013152002,0.015806876,0.017740453,0.019352763,0.019370055,0.019444403,0.020722986,0.021971226,0.023756273,0.026996466,0.029186586,0.027219897,0.032452032,0.02607991,0.024470068,0.025155133,0.024781168,0.022611737,0.019548828,0.018372507,0.019106412,0.020290946,0.022847521,0.027326007,0.027470467,0.027809142,0.027530279,0.027392852,0.02683934,0.02339482,0.018600069,0.011449401,0.010076741,0.008247339,0.00846639,0.008700534,0.007808634,0.007097432,0.006973034,0.006396684,0.006707289,0.006764918,0.00580017,0.004907317,0.004415299,0.003163448,0.003096147,0.002818847,0.002614628,0.002187254,0.001816229,0.00150187,0.001314718,0.001536246,0.001539732,0.001354762,0.000979587,0.000784209,0.00073189,0.000616566,0.000584281,0.000544438,0.000405,0.000356841,0.000341591,0.000311717,0.000289178,0.000241035,0.000205797,0.000208915,0.000195911,0.000168096,0.000129522,0.000118438,0.00010737,0.000107117,0.000100893,8.39e-05,7.09e-05
886,72,65,20.339,104.516,3.6,3.915,3.75,17.1,63.94154928,113.2705684,61.61259388,"VR24",0.42,1.246077462,1.01,1.02,357.8701676,273.7492557,273.7492557,20.603,105.036,0.47,20,0.780011402,0.83582633,0.876706622,0.999304262,1.48193483,1.738931522,2.174465141,2.17475999,2.199984595,2.551441299,2.323625012,2.39750468,2.426421877,2.32079141,2.145080315,2.236566824,2.416537711,2.027469643,1.595552949,1.608947885,1.684939581,1.670484202,1.466973939,1.229769783,1.077662717,1.021528069,1.199092538,1.278221203,0.898811355,0.591487163,0.540995841,0.476218565,0.465090338,0.382650913,0.39188143,0.314630847,0.251706832,0.230208458,0.147849765,0.146257881,0.148986285,0.163694483,0.170751596,0.148807819,0.144645524,0.16062431,0.170878535,0.173135693,0.164900132,0.133102618,0.101375997,0.08273974,0.076334169,0.071541109,0.067587809,0.059118305,0.050780967,0.040169038,0.031280556,0.025250618,0.023631677,0.022162587,0.020443246,0.015241008,0.015113848,0.014549337,0.012743898,0.01134848,0.009761832,0.008341598,0.005898092,0.005561595,0.005477437,0.005978493,0.006272051,0.005517249,0.004835808,0.004012952,0.003297227,0.002669947,0.002265914,0.002115388,0.001837038,0.001724685,0.00148784,0.001256959,0.001155494,0.001084557,0.000960691,0.000816267,0.000705436,0.000659917,0.00062168,0.000578618,0.000516501,0.000421197,0.000341194,0.000281718,0.000237931,0.000196554,0.000160822,0.000132166,0.000111854,0.000100173,8.98e-05
887,75,65,20.734,105.098,3.4,3.715000001,3.616666667,17.1,23.37094774,113.2825154,15.93082541,"VR24",0.42,1.246077462,1.01,1.02,357.8701676,273.7492557,273.7492557,20.603,105.036,0.1,20,1.343310886,1.669731161,1.781927298,2.082421967,3.084800158,3.531979352,4.07370787,4.67405233,5.340795981,5.306169417,4.969542771,4.7976641,4.797364872,4.795104117,4.577242752,3.929385528,4.020222126,3.495228802,3.300560738,3.077678674,2.799063071,2.870706018,2.457909606,2.783339436,2.818003779,2.596469599,2.041541911,1.660781923,1.37994716,1.161678176,1.146772554,1.036144131,0.977090911,0.791432706,0.738419452,0.779898137,0.677536058,0.722339272,0.749173348,0.584711049,0.593514328,0.607363307,0.69430007,0.63661905,0.516636464,0.366940669,0.300300753,0.284220313,0.273317604,0.250579127,0.249344872,0.234470136,0.212320245,0.201435286,0.197149471,0.180945137,0.146930163,0.116723128,0.102358448,0.085354162,0.08079286,0.07078563,0.057829199,0.048239713,0.042103005,0.038914271,0.035227059,0.032549059,0.026169666,0.021543983,0.018625412,0.015842827,0.0138417,0.012165153,0.010765078,0.009770809,0.008633956,0.007782106,0.006457338,0.005452817,0.005037479,0.004667994,0.004042297,0.003533299,0.003112586,0.002760585,0.002605734,0.002463024,0.00220927,0.001991234,0.00180265,0.001638582,0.001495086,0.001368973,0.001257639,0.001030765,0.000858966,0.000726139,0.000621542,0.000537828,0.000469854,0.000413948,0.000367434,0.000328334,0.00029516
889,81,65,21.3,103.281,4.1,4.5,4.5,30.8,200.418367,113.2149785,198.0375768,"VR24",0.42,1.246077462,1.01,1.02,357.8701676,273.7492557,273.7492557,20.603,105.036,0.1,20,0.035137217,0.034915756,0.035331016,0.036155553,0.040126755,0.042647254,0.04896029,0.04540069,0.041382284,0.042944325,0.043329257,0.043783796,0.045898386,0.04697222,0.047730666,0.047429447,0.047951279,0.048799926,0.050117679,0.05074117,0.050171219,0.051036541,0.0520758,0.057387367,0.063348763,0.067949154,0.0732383,0.081681121,0.083887535,0.100583202,0.100660364,0.099213952,0.097413694,0.09652756,0.096081848,0.102303649,0.108406663,0.113277848,0.106809153,0.101867411,0.099350669,0.098473465,0.081937266,0.066656758,0.064322323,0.07088189,0.063038595,0.062633404,0.05920921,0.052193655,0.051960213,0.064100679,0.075012678,0.080139324,0.08038437,0.07369826,0.062071001,0.042439624,0.038172799,0.032805193,0.031177755,0.026932266,0.023484291,0.019975979,0.018514588,0.017889124,0.016160266,0.0147342,0.014502673,0.014268096,0.011132641,0.011878861,0.013052801,0.016706843,0.016157065,0.014725705,0.013330279,0.010916696,0.008133645,0.008516806,0.008699243,0.009115827,0.008137791,0.006628386,0.005968882,0.005495605,0.005285514,0.005075947,0.004252327,0.003426414,0.00285426,0.002384861,0.002109325,0.001920281,0.001719444,0.001410349,0.001086476,0.000927128,0.000804436,0.000731398,0.000609003,0.000476975,0.000400699,0.000361786,0.000327977
890,82,65,21.398,103.273,4.3,4.7,4.7,0.2,203.2439567,113.1756348,203.2438583,"VR24",0.42,1.246077462,1.01,1.02,357.8701676,273.7492557,273.7492557,20.603,105.036,0.1,20,0.030774823,0.036695801,0.039139074,0.045522944,0.066847488,0.078408709,0.106362496,0.102925434,0.094351869,0.09396076,0.101512182,0.113221555,0.121969009,0.126632389,0.114362125,0.096253067,0.082492349,0.074167748,0.047674995,0.040376525,0.034300595,0.036375501,0.037613098,0.039636002,0.037247626,0.034569646,0.036734069,0.039780858,0.046734107,0.045145997,0.042745985,0.04028152,0.047414759,0.05613317,0.049864412,0.047975825,0.047130392,0.046295621,0.039110231,0.034373136,0.037796694,0.041930208,0.045949405,0.044327049,0.043911431,0.052495517,0.059759558,0.061312207,0.061020128,0.063396066,0.068607401,0.080978472,0.090148015,0.090587653,0.088797023,0.082208404,0.070003879,0.052112645,0.049774109,0.045924684,0.047293378,0.047328438,0.045271736,0.041604051,0.038076664,0.033413097,0.027021362,0.024379303,0.021370075,0.018646309,0.017504194,0.016591983,0.016382716,0.019474428,0.019680956,0.017780385,0.015783313,0.013511482,0.011987172,0.011706968,0.011165177,0.011018794,0.009890829,0.007858452,0.00728097,0.006644014,0.006527994,0.006320283,0.005162012,0.004216755,0.00350784,0.003088446,0.002714851,0.002301284,0.002006807,0.00172576,0.001321179,0.001091468,0.001016075,0.000907018,0.00074072,0.00060158,0.000507262,0.000457844,0.000411857
891,83,65,18.203,104.898,4,4.8,4.8,0.6,267.2606077,113.2301629,267.2599342,"VR24",0.42,1.246077462,1.01,1.02,357.8701676,273.7492557,273.7492557,20.603,105.036,0.16,20,0.05278112,0.053001039,0.053356265,0.054124438,0.055660466,0.056791512,0.061119997,0.060573641,0.061527695,0.066940097,0.065816947,0.067370682,0.069417004,0.07350057,0.08242199,0.085254065,0.094861877,0.07914526,0.08286207,0.082470772,0.075004017,0.079516183,0.078229733,0.077613512,0.079952277,0.080803956,0.075133996,0.08229141,0.081238719,0.088061216,0.085905499,0.087251641,0.093075373,0.104488399,0.101081497,0.090939673,0.097279791,0.10157884,0.111046495,0.125692715,0.140748971,0.13244011,0.146055885,0.135336379,0.130727774,0.151728085,0.178457891,0.178193163,0.170507766,0.167420161,0.159689653,0.125096571,0.093395672,0.089914892,0.092964456,0.100312504,0.104099203,0.098812334,0.067584251,0.069543563,0.07360772,0.073731857,0.056144648,0.038947547,0.033503169,0.031247228,0.032072461,0.034988845,0.030569652,0.024423608,0.020657611,0.017632744,0.01656702,0.014996894,0.014204204,0.013583568,0.012865452,0.011256337,0.008484752,0.005979974,0.005050431,0.004294743,0.003795391,0.003109796,0.002647365,0.002386735,0.002333239,0.002298002,0.00228998,0.002132532,0.001883838,0.001725384,0.001499335,0.001332002,0.001195481,0.000951125,0.000833179,0.000712974,0.00061591,0.000510977,0.000429675,0.00036449,0.000304278,0.00026002,0.000226593
893,42,66,21.661,102.85,3.2,3.615,3.55,0,254.2321115,86.21097929,254.2321115,"VR25",0.11,1.917353011,2,1.01,914.166117,636.6820535,636.6820535,20.519,104.973,0.1,20,0.031103666,0.035121695,0.037133407,0.041984687,0.056781369,0.067684098,0.096601663,0.118105019,0.126697364,0.128287065,0.152659624,0.147596526,0.134525206,0.118093948,0.09041952,0.077257442,0.082410587,0.088227304,0.075323336,0.067384236,0.057004099,0.052427598,0.032311511,0.028651953,0.028256039,0.034468012,0.043347869,0.033607893,0.02344813,0.017951493,0.017661999,0.015174911,0.017986018,0.019431527,0.016134499,0.015378094,0.013857633,0.014253336,0.01230362,0.012765074,0.012489776,0.011464177,0.013517254,0.013851947,0.014183315,0.012560921,0.012495382,0.013079988,0.013319127,0.013568754,0.013210302,0.012721224,0.013223711,0.013758069,0.013987433,0.013343898,0.01261786,0.013802636,0.015685384,0.013970545,0.012921044,0.012113087,0.012317375,0.01271267,0.014994749,0.016638385,0.016394734,0.014839111,0.015119223,0.013081194,0.014938397,0.016936557,0.016000165,0.013550261,0.01213285,0.013293835,0.01350591,0.011862789,0.010317901,0.011649797,0.010774808,0.009887295,0.011194276,0.012694493,0.011844964,0.010187276,0.009344778,0.00852848,0.006981532,0.005515794,0.004504757,0.003692442,0.003097573,0.002736578,0.00268554,0.002493836,0.002267892,0.00186166,0.001765557,0.001604291,0.001547673,0.001540314,0.001515304,0.001427274,0.001252379
894,47,66,21.638,104,3.8,4.115,3.883333333,0,160.2285399,86.17374404,160.2285399,"VR25",0.11,1.917353011,2,1.01,914.166117,636.6820535,636.6820535,20.519,104.973,0.9,20,0.125198657,0.127437978,0.128287766,0.130081466,0.132734806,0.132974528,0.133540175,0.136527343,0.139095858,0.146586924,0.145206818,0.146909311,0.14703512,0.146421239,0.144786249,0.147317445,0.15495213,0.183200143,0.202232348,0.201420509,0.202183042,0.205370437,0.231636063,0.265551755,0.303082751,0.289385412,0.358050623,0.420210159,0.332105886,0.321370488,0.327894749,0.330867848,0.248225012,0.284393504,0.381681704,0.387907022,0.352079125,0.267421091,0.208436034,0.193742112,0.176399285,0.195777585,0.209007202,0.200354933,0.172201759,0.164581754,0.165323852,0.162032631,0.155239149,0.134574896,0.116305724,0.11797657,0.11628322,0.11339616,0.109361494,0.10158516,0.093911775,0.0859633,0.071760863,0.052220294,0.045914075,0.037674117,0.028444851,0.020695861,0.019554664,0.018547269,0.017855344,0.016875351,0.013542048,0.011369466,0.00871741,0.006876352,0.005596429,0.004453455,0.003484976,0.003261736,0.003020329,0.002712794,0.002303865,0.002059033,0.001806559,0.001752514,0.001517327,0.001537843,0.001433579,0.001249847,0.001101102,0.000956543,0.000807562,0.000745857,0.000676601,0.000603241,0.000549493,0.000506821,0.000478407,0.000398385,0.00034121,0.000335858,0.000335972,0.000310539,0.000337721,0.000353238,0.000342789,0.00035015,0.000392486
