ssn,StaLat,StaLon,Nrec,N0,Tn,Tn_new,p_sta,p_star_new,T0,p0,STAID,SiteClass,siteCL_new,SiteClass2,T0_01s,T0_02s,T0_022s,T0_025s,T0_029s,T0_03s,T0_032s,T0_035s,T0_036s,T0_04s,T0_042s,T0_044s,T0_045s,T0_046s,T0_048s,T0_05s,T0_055s,T0_06s,T0_065s,T0_067s,T0_07s,T0_075s,T0_08s,T0_085s,T0_09s,T0_095s,T0_1s,T0_11s,T0_12s,T0_13s,T0_133s,T0_14s,T0_15s,T0_16s,T0_17s,T0_18s,T0_19s,T0_2s,T0_22s,T0_24s,T0_25s,T0_26s,T0_28s,T0_29s,T0_3s,T0_32s,T0_34s,T0_35s,T0_36s,T0_38s,T0_4s,T0_42s,T0_44s,T0_45s,T0_46s,T0_48s,T0_5s,T0_55s,T0_6s,T0_65s,T0_667s,T0_7s,T0_75s,T0_8s,T0_85s,T0_9s,T0_95s,T1s,T1_1s,T1_2s,T1_3s,T1_4s,T1_5s,T1_6s,T1_7s,T1_8s,T1_9s,T2s
50,21.518,106.222,6,6,0.11,0.11,4.0512915,3.294096219,0.032,2.10810312,VR08,2,2,2,2.076441413,2.007527075,2.007160164,2.017734494,1.995145173,2.010629223,2.10810312,2.098498479,2.066978866,2.021560231,2.033400779,2.087871281,2.002246434,1.921581826,1.790924143,1.651253649,1.608275573,1.644490164,1.640149838,1.666528408,1.723459351,1.805037702,1.965317139,2.231612711,2.579412029,3.194850093,3.556857783,4.0512915,3.822539848,3.136569184,3.017318375,2.706065144,2.501981769,2.533946472,2.473500425,2.306187377,2.04224298,1.917221855,1.80414138,1.797537997,1.64827095,1.47303333,1.210661764,1.128190186,1.064370095,1.156481453,1.276656363,1.34641134,1.310312662,1.466570094,1.677476594,1.617554679,1.386116943,1.306135721,1.305910947,1.338886926,1.366563786,1.409842036,1.493067948,1.512715029,1.369718436,1.194679788,1.154837713,1.032387523,0.930881741,0.852812305,0.905328054,0.998862347,0.941090117,0.93768985,0.989050856,1.123254942,1.342475859,1.259654409,1.263275912,1.283205893,1.252358597,1.34775063
51,21.456,106.152,21,18,0.11,0.085,2.92705519,2.182371057,0.11,2.92705519,VR09,2,2,2,1.815193624,1.774268163,1.771969746,1.755849337,1.692539464,1.667563771,1.679814973,1.720606086,1.807516467,2.081063665,2.105146788,2.104541396,2.100693394,2.070822698,2.033011204,2.077862784,2.220386905,2.1893605,2.395113465,2.490517049,2.382894973,2.330241763,2.550732769,2.92705519,2.834133535,2.669291175,2.575314607,2.298587139,2.013790353,1.790318664,1.775056408,1.710411036,1.77828168,1.701285129,1.606798586,1.613804084,1.554374344,1.451723366,1.325860632,1.324646026,1.356316588,1.362750499,1.413715032,1.391030249,1.354997968,1.293492437,1.210558462,1.206192957,1.197985962,1.194639678,1.192962196,1.212963084,1.190350043,1.160723776,1.126828457,1.073261233,1.043708258,1.080494556,1.069027194,1.023145512,0.999127204,0.974305116,0.986252669,0.94373817,0.870522353,0.878458198,0.905490533,0.904191756,0.9318808,0.950001571,0.961950003,1.000271542,1.093266269,1.072401123,1.072648036,1.036596791,1.07842478,1.110802831
52,21.407,106.074,24,24,0.29,0.28,2.215718059,1.828853842,0.01,1.695753492,VR10,3,1.02,3,1.695753492,1.676510837,1.674560383,1.676391792,1.684041402,1.681712788,1.666037092,1.674977042,1.663958198,1.639880786,1.661256085,1.646203105,1.647120228,1.636824397,1.627086316,1.588374468,1.53407578,1.554333043,1.532208486,1.557249723,1.588357748,1.573877312,1.550732912,1.527530239,1.509761221,1.409344154,1.434669194,1.421915183,1.335930769,1.541467226,1.603130391,1.748266821,1.933200933,1.968401289,1.918143506,1.902008832,1.900851483,1.924655977,1.939954996,1.900590317,1.977774151,2.089053017,2.201523125,2.215718059,2.167539174,2.074390844,2.0102736,1.923251113,1.856496219,1.682824973,1.654632192,1.652844848,1.707195605,1.677057563,1.630825335,1.561939606,1.502181851,1.445044526,1.37040883,1.366640123,1.349244503,1.288108137,1.279381276,1.190173861,1.157079405,1.101413431,1.088127708,1.152182221,1.16874499,1.16796535,1.183922243,1.080293676,0.979824359,1.006730705,1.051377823,1.126713017,1.123832791,1.120417508
53,21.352,105.999,12,12,0.22,0.22,4.612530506,4.185740622,0.01,2.423481124,VR11,3,3,3,2.423481124,2.394031972,2.395762637,2.403701457,2.379914772,2.343045047,2.349006551,2.414784517,2.362667693,2.209125854,2.082909907,2.074884371,2.095893559,2.118889212,2.111428496,2.128406522,1.921701217,1.919952529,1.79409978,1.813882077,1.871374127,1.808347217,1.759151999,1.728733849,1.697024719,1.7605322,1.951743945,2.132446972,2.284496906,2.316685342,2.337585945,2.379364211,2.651484901,2.962487764,3.093128009,3.113382115,3.634402554,4.104450917,4.612530506,4.570341702,4.498127916,4.335149821,3.980949857,3.978609905,3.853940428,3.630318068,3.225228643,3.095016629,3.087291461,3.033101807,2.697077436,2.46184193,2.393218661,2.389297316,2.432457631,2.362386738,2.35271428,2.144091571,1.802065005,1.867385271,1.903313513,1.966577582,2.073807018,1.939614473,1.772787058,1.657665714,1.557896105,1.448858914,1.328902946,1.196730398,1.179139492,1.126871342,1.1915255,1.218871899,1.312200571,1.361602234,1.341051246,1.411154734
54,21.292,105.919,16,11,0.28,0.24,1.713422058,1.338037426,0.14,1.012814121,VR12,1,1.02,1,0.661078537,0.657246669,0.661359067,0.667279993,0.694705516,0.716420595,0.734290698,0.708168307,0.67274983,0.596703158,0.546377025,0.528496612,0.517497683,0.504716642,0.495788268,0.477213393,0.529495633,0.596388823,0.630672859,0.649170612,0.657966892,0.741820256,0.766087554,0.820457059,0.801075566,0.830735379,0.861771125,0.925213883,0.907329459,0.955725912,0.994550554,1.012814121,1.069076985,1.175314167,1.178229354,1.191821856,1.338083896,1.384978897,1.405599542,1.547918527,1.532562199,1.616514473,1.713422058,1.645656003,1.584076464,1.571409084,1.558958802,1.495520474,1.456898829,1.430580939,1.371584956,1.299021847,1.27121337,1.279014646,1.31360308,1.392699996,1.338800655,1.263562615,1.355656965,1.212439706,1.188362591,1.133028553,1.103816644,1.204114183,1.219570098,1.244228657,1.261181995,1.291620426,1.194762354,1.143328952,1.058022825,0.961141427,0.893781703,0.894630114,0.890329828,0.96630857,1.005898963,0.964882443
55,21.223,105.853,12,11,0.55,0.55,4.38507188,3.958724087,1.3,1.909731731,VR13,4,4,5,1.164442302,1.111669634,1.104418139,1.087506149,1.057706846,1.05681228,1.050154348,1.104547467,1.109975696,1.171910726,1.162954083,1.130455895,1.137409475,1.169531548,1.2089741,1.219228082,1.195430733,1.140998462,1.07726496,1.060933657,1.038932409,0.985692018,1.070432214,1.03724277,1.091242425,1.107603363,1.144355057,1.224761056,1.260239969,1.29750503,1.277600586,1.325434656,1.364354814,1.637421539,1.70189782,1.562985577,1.537637202,1.569364589,1.20308368,0.938048214,0.956743884,0.947634176,1.067093114,1.137998816,1.207942379,1.552631834,1.859294696,1.996058737,2.092767292,2.288805879,2.421264485,2.63134148,3.058171443,3.230864406,3.447589778,3.767975054,4.032985337,4.38507188,4.214275045,4.224238331,4.100993568,3.893484845,3.402076118,2.893341259,2.630760753,2.304594413,2.021168842,1.936135582,1.778431837,1.772285802,1.909731731,1.79211872,1.563980611,1.491202653,1.588822497,1.644814154,1.662081987,1.670633477
56,21.166,105.774,16,14,0.55,0.85,4.513027709,4.629955377,0.55,4.513027709,VR14,4,4,4,1.322789328,1.279397937,1.252901446,1.207456528,1.095287601,1.076055295,1.054402361,1.031861667,1.037217186,1.052551001,1.053586557,1.052033828,1.061294859,1.075680191,1.117628889,1.146825556,1.167788558,1.180434733,1.271177676,1.282499852,1.233578943,1.250979141,1.273396028,1.232923754,1.232198241,1.239949023,1.205155962,1.242860479,1.293734589,1.341349291,1.317143341,1.262643987,1.27915127,1.20814671,1.231305189,1.178067866,1.260024709,1.398109204,1.637125289,1.652740729,1.574954529,1.516103778,1.427692595,1.381890447,1.266825843,1.255879933,1.155671168,1.144636168,1.131025828,1.171240116,1.347869726,1.577182663,1.767084549,1.82809093,1.854424717,1.922501697,2.007823151,2.240705483,2.638731061,3.189599002,3.411108247,3.871401367,4.513027709,4.332274398,4.239084323,4.023912609,3.920268224,3.684279127,3.404892378,3.239572126,3.312025232,3.254277043,3.002668007,2.833525156,2.675284524,2.500732101,2.581215354,2.647696778
57,21.11,105.7,15,12,0.6,0.6,4.787701533,4.25948913,0.13,2.458918043,VR15,4,4,4,2.093735842,2.032852622,2.005089585,1.881493799,1.587561018,1.521977467,1.442079135,1.49973049,1.52912405,1.707678215,1.822956248,1.921879528,1.911163458,1.882013334,1.875787604,1.959718392,2.067958373,2.007256977,2.002133741,1.912912514,1.760116029,1.715915695,1.812268054,1.927160587,2.011098604,2.020685429,1.975313293,2.014349095,2.232838242,2.458918043,2.420970016,2.205424012,1.974863315,1.782111382,1.818551415,1.911782485,2.130439836,2.185553442,1.750546234,1.388269764,1.35225246,1.419949321,1.545675891,1.579852383,1.632868955,1.759222936,1.888826523,1.990911849,2.115597012,2.308008342,2.426725507,2.462495128,2.56320182,2.645667937,2.846636585,3.352815153,3.850839535,4.24980337,4.787701533,4.650823075,4.458068653,3.990276673,3.588309229,3.642539799,3.575356587,3.272614052,3.280797526,3.314963737,2.804816628,2.682809284,2.551254062,2.581569264,2.51707567,2.351993884,2.344384559,2.525736086,2.544269224,2.385813463
58,21.054,105.626,19,17,0.19,0.2,1.449714194,1.35101645,1.3,1.277188945,VR16,1,1.02,1,1.187433378,1.192752495,1.166735164,1.168395639,1.145918692,1.132333624,1.113080893,1.110184739,1.110354478,1.083394416,1.040186183,0.978179211,0.974637099,0.971254081,0.959937289,0.954426608,0.949525699,0.965782377,0.935394569,0.934718785,0.973606645,0.979653253,0.977495055,1.035542141,1.02125039,1.031606009,1.016312965,1.148639974,1.156996064,1.193561575,1.181007157,1.204926961,1.24143242,1.218767195,1.311574512,1.382816368,1.449714194,1.444336233,1.394023834,1.294264149,1.322307768,1.33810069,1.381088798,1.397353502,1.386230112,1.347104065,1.247534582,1.240426641,1.275380926,1.252703224,1.189240826,1.211531652,1.218809607,1.185289649,1.161461999,1.090406164,1.115931665,1.225037845,1.158573346,1.068231826,1.030929334,0.995833097,0.91508239,0.973677535,1.08082231,1.183825773,1.255691786,1.228964342,1.228054889,1.25307237,1.277188945,1.238170506,1.224782486,1.124254953,1.088521142,1.061106202,1.057994241,1.149848728
59,21.006,105.553,19,16,0.29,0.28,4.925998593,4.381398454,0.65,2.158114977,VR17,3,3,3,1.631108685,1.526393524,1.505616954,1.456907179,1.347312608,1.316144775,1.250402472,1.234251851,1.214104767,1.286105284,1.315396284,1.277620665,1.246045255,1.210757171,1.130616051,1.10968225,1.056188302,1.051317547,1.097999948,1.146427577,1.235416765,1.401143369,1.609961547,1.60496741,1.43833898,1.260422106,1.1924164,1.264181041,1.46717248,1.499870843,1.56760379,1.666188319,1.804031677,2.143395231,2.504051218,2.829706815,2.932733485,3.274753576,4.13916826,4.239030766,4.353203079,4.43838509,4.867180217,4.925998593,4.890450041,4.723258272,4.550946955,4.368772291,4.118630044,3.768464736,3.409731583,3.326487144,3.143318431,2.998123176,2.89378671,2.760545786,2.610591956,2.402098797,2.185378122,2.158114977,2.099577623,2.064278248,2.076837835,1.967752613,1.771670058,1.651168741,1.618977545,1.642203524,1.75397496,1.779727802,1.831513329,1.641668031,1.496896629,1.485501239,1.521896817,1.587039757,1.568085392,1.505931953
60,20.956,105.492,27,26,0.042,0.04,2.696873339,2.272065916,0.133,1.488411084,VR18,2,2,2,1.601467601,1.669976437,1.700242482,1.781108151,1.988808071,2.086423687,2.258243635,2.339639392,2.33567047,2.659191004,2.696873339,2.464607625,2.324161092,2.243659641,2.12055089,1.977872486,1.724218827,1.615757793,1.53125857,1.572014893,1.62196473,1.662839757,1.629055362,1.622320175,1.571736859,1.559415834,1.552948869,1.472860437,1.41902241,1.466932958,1.488411084,1.487909475,1.415070919,1.420140879,1.482514101,1.376532613,1.369393912,1.387100708,1.427445607,1.320262391,1.280668072,1.273158133,1.228390799,1.249490692,1.300361049,1.291314649,1.188898668,1.221133031,1.231493701,1.246026741,1.237083191,1.18397141,1.164521168,1.140034236,1.111786657,1.112483436,1.129032767,1.108094999,1.086483713,1.143372974,1.120615304,1.050379855,1.063715009,0.999784508,0.936648789,0.94189797,0.992811049,1.007292368,1.070627192,1.054693182,1.065635628,1.019272101,1.046598361,1.073315292,1.035287486,0.974275644,0.963498863,0.920827785
61,20.891,105.385,19,18,0.34,0.06,1.908144248,1.905390073,0.05,1.633309684,VR19,1,1.01,1,1.460167797,1.463367282,1.480684845,1.50134063,1.513903624,1.516874749,1.534896391,1.514974057,1.500426056,1.511104629,1.504405626,1.517771186,1.54289363,1.566821009,1.619228446,1.633309684,1.628648926,1.611026179,1.611478089,1.607632083,1.592241511,1.512776068,1.494656751,1.505827354,1.596358622,1.551602105,1.423928334,1.330919947,1.328742778,1.382600631,1.399482116,1.403143752,1.498806344,1.486549918,1.524323629,1.542039448,1.485411336,1.436983076,1.516105797,1.389827547,1.423861879,1.466067859,1.60068469,1.681167675,1.74156959,1.872102266,1.908144248,1.836957174,1.778473822,1.701720118,1.660780872,1.566353903,1.516802426,1.480395182,1.428643193,1.339980564,1.270135172,1.251860163,1.186700563,1.17564956,1.161406543,1.184228207,1.228264537,1.195181965,1.214700276,1.338211998,1.316039131,1.308352976,1.187903058,1.187080257,1.225052433,1.230142634,1.31068936,1.30588616,1.278976183,1.280062787,1.236790811,1.276269139
62,20.761,105.259,13,13,0.55,0.19,1.797187362,1.727297851,0.18,1.689866707,VR21,1,1.01,1,1.531183457,1.54524996,1.542232057,1.53323256,1.490268292,1.486833885,1.489180981,1.472852685,1.480267617,1.598303215,1.603428655,1.652115601,1.66623645,1.671511718,1.635531101,1.578193823,1.501583921,1.417368706,1.302185912,1.294969273,1.299791254,1.278472937,1.262065445,1.3514352,1.361951155,1.278994655,1.23969827,1.213504284,1.455688117,1.556650399,1.553636129,1.682589189,1.611633675,1.615114449,1.623773503,1.689866707,1.681111434,1.590784194,1.511382175,1.550309496,1.53715553,1.570828095,1.623598016,1.641795478,1.615811471,1.566538658,1.527762228,1.471688917,1.463525454,1.443028504,1.47815444,1.493400662,1.526241438,1.577537602,1.587435585,1.642245044,1.729092162,1.797187362,1.580152414,1.522350833,1.534232859,1.510681385,1.595287238,1.558971615,1.487844677,1.485611291,1.446398907,1.382135422,1.392229269,1.522506096,1.569172351,1.552469319,1.45825619,1.465246115,1.408846495,1.4070349,1.418938101,1.450391977
63,20.696,105.182,23,20,0.08,0.08,2.624209055,1.820270293,0.16,1.494867454,VR22,2,1.01,2,1.748602493,1.785839128,1.80343233,1.85127248,2.012079655,2.076787554,2.131884285,2.180906244,2.202053066,2.236617017,2.193793281,2.180715234,2.176622627,2.168733601,2.160747088,2.191027722,2.133399872,2.072447741,2.074439236,2.072570593,2.154564645,2.421957,2.624209055,2.566745721,2.316823617,2.057922807,1.930713083,1.979820546,1.76874097,1.512346026,1.476086483,1.429325338,1.455376477,1.494867454,1.473193002,1.455583476,1.319388137,1.272739947,1.259343184,1.127413908,1.092710639,1.074756152,1.15604712,1.182201053,1.19304021,1.16141375,1.138069928,1.145143908,1.143881509,1.146076869,1.105647624,1.126503911,1.084566294,1.065886452,1.041597995,0.997491887,0.944154847,0.954322353,0.954038666,0.967672217,0.974928904,1.056936786,1.174380941,1.142663306,1.081778866,1.054588909,1.051528324,0.964681215,0.976949706,1.000613169,0.942961275,0.972287301,0.978183673,0.953848901,0.947919872,0.999646752,1.024907741,0.955073946
64,20.662,105.094,18,17,0.042,0.044,3.02200116,2.767373516,0.22,1.691319967,VR23,2,2,2,1.870140957,1.923740311,1.956168395,2.019894026,2.13270629,2.11369729,2.168129997,2.594620355,2.760121457,2.952320127,3.02200116,3.016106605,2.997696812,2.988913636,2.905718023,2.825714952,2.362839741,1.978991225,1.782779656,1.752499531,1.728026036,1.682879228,1.629854485,1.511616015,1.513088441,1.561496652,1.52205944,1.483184031,1.54587089,1.449864101,1.415156008,1.430462725,1.52836716,1.499909797,1.46965836,1.515690107,1.497617003,1.551087747,1.691319967,1.652728252,1.653616631,1.664593804,1.68148162,1.612833786,1.555915057,1.370153039,1.22599601,1.19912524,1.165207792,1.169009666,1.24066995,1.211393331,1.127582048,1.078686417,1.054605012,1.068156079,1.014861489,0.978780982,1.027507258,1.046920944,1.075882,1.052253942,1.020484801,1.020667263,1.031516466,0.991520271,0.995067098,0.964901507,0.982248981,1.058592073,1.118857572,1.056246919,0.988604211,1.038868043,1.029877509,1.063480749,1.104285096,1.020754358
65,20.603,105.036,16,16,0.42,0.42,1.344684302,1.246077462,0.046,1.267147154,VR24,1,1.02,1,1.152520554,1.196372542,1.191520623,1.190647496,1.201124942,1.208914383,1.188436089,1.116999474,1.111818949,1.146778725,1.185901232,1.256636475,1.259443975,1.267147154,1.246236924,1.207861008,1.239422027,1.219316722,1.1946034,1.178037767,1.165913442,1.131736338,1.150286849,1.182935203,1.254331656,1.222931792,1.223828292,1.155880904,1.121349203,1.061904284,1.035837657,1.065732598,1.077062432,1.058031194,1.103004,1.142808906,1.137429249,1.128663016,1.092967075,1.072828759,1.130588527,1.184633733,1.220692067,1.212769175,1.193813512,1.20761505,1.210441468,1.230155034,1.204758915,1.221290734,1.31486178,1.344684302,1.228291891,1.183093935,1.167142906,1.080332529,0.991538382,0.82175278,0.795449007,0.827154966,0.831732006,0.820114376,0.871122325,0.909720905,0.947073931,1.019498336,1.023541299,0.994806705,1.033552538,1.091483247,1.029729102,1.043639657,1.048100314,1.041397997,0.988508167,0.993949618,1.071647688,1.094997014
66,20.519,104.973,27,27,0.1,0.11,2.13133797,1.917353011,0.29,1.888388719,VR25,2,1.01,2,1.702880939,1.719831648,1.712630643,1.692786954,1.65130007,1.636916733,1.639465612,1.661627963,1.678246951,1.656809704,1.623266358,1.610487645,1.653261382,1.698804771,1.775540356,1.821018031,1.872686382,1.963672941,2.010538154,2.009117368,2.011732296,1.984498134,1.960717123,2.022809193,2.028051541,2.083739684,2.13133797,2.115402408,2.021563782,1.917282965,1.937015014,1.990838222,1.958522497,1.914925524,1.993814704,1.894203204,1.920264021,1.964415241,1.775519078,1.599726633,1.590826382,1.637357718,1.824709312,1.888388719,1.811412858,1.674169641,1.63098849,1.60135751,1.548831282,1.49996282,1.433287995,1.372389192,1.348305131,1.335560771,1.323286624,1.319245394,1.283863155,1.191142698,1.299687638,1.286676197,1.275892116,1.229462926,1.165340193,1.137528162,1.176987963,1.220494488,1.276844988,1.293320755,1.413909384,1.472729909,1.458917,1.448542969,1.407889667,1.300719979,1.2589207,1.232816754,1.233672582,1.257646332
67,22.25209643,104.899,28,28,0.16,0.16,1.877891369,1.935910572,1.2,1.453162502,VTVB,1,1.01,5,1.210241477,1.188149639,1.193107302,1.19151509,1.170962665,1.163770085,1.170974212,1.212039364,1.204879689,1.144759517,1.145878862,1.178002401,1.198914993,1.213701954,1.247072915,1.279349369,1.290113209,1.250927655,1.21160079,1.195310153,1.156738155,1.043002478,0.985430481,0.978330873,1.012418179,1.057078252,1.06581088,1.114874585,1.215195485,1.48606269,1.602886272,1.757102041,1.844550358,1.877891369,1.758545816,1.626582569,1.609322782,1.661063115,1.597692316,1.458994962,1.305847634,1.230982668,1.198557873,1.157684793,1.079982311,0.989005939,0.987671627,1.012656077,1.042149421,1.085305954,1.090044384,1.123133101,1.142079778,1.151616324,1.165520682,1.188204758,1.165889814,1.15016448,1.086202292,1.157002507,1.154681277,1.088053045,1.071095385,1.176029699,1.277888587,1.39883643,1.446329854,1.430860766,1.427155008,1.453162502,1.368423893,1.2737427,1.232478512,1.213275254,1.310794816,1.345676183,1.339505324,1.28915477
